tick,phase,d_sigma_t,phi_t,phi_prev,v_phi,clock_delta,source_delta,reproj_delta,phi_displacement,rlis_delta,churn_delta
208,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
209,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
211,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
215,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
218,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
220,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
221,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
223,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
224,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
225,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
227,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
229,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
230,staleness,1.0,0.5769261265719786,0.5769261265719786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,final,1.3408135529127208,0.5593021641946129,0.5769261265719786,0.013144220682181813,1.0,0.2,0.0,0.08401129409393372,0.0,0.2
232,final,1.3478208500725104,0.5617430274125272,0.5593021641946129,0.0018109687254165337,1.0,0.2,0.0,0.08985070839375843,0.0,0.2
233,final,1.3611484375090648,0.564178767764741,0.5617430274125272,0.001789473135786754,1.0,0.2,0.0,0.10095703125755374,0.0,0.2
234,final,1.3469048825450927,0.5666250978709042,0.564178767764741,0.001816259129806972,1.0,0.2,0.0,0.08908740212091033,0.0,0.2
235,final,1.3564256509925978,0.5690680674992818,0.5666250978709042,0.0018010333449213366,1.0,0.2,0.0,0.0970213758271646,0.0,0.2
236,final,1.5901243065243622,0.54033679120716,0.5690680674992818,0.018068561121715353,1.0,0.4,0.0,0.09177025543696861,0.0,0.4
237,final,1.5817188712331807,0.5486109055934735,0.54033679120716,0.0052310870823558345,1.0,0.4,0.0,0.08476572602765046,0.0,0.4
238,final,1.5777071390198558,0.556886427814376,0.5486109055934735,0.005245280807161004,1.0,0.4,0.0,0.08142261584987968,0.0,0.4
239,final,1.5898720554553192,0.5651685060211104,0.556886427814376,0.0052092701227409895,1.0,0.4,0.0,0.09156004621276585,0.0,0.4
240,final,1.5824311051337978,0.5734266731400374,0.5651685060211104,0.0052186549376339745,1.0,0.4,0.0,0.08535925427816461,0.0,0.4
241,final,1.8364926877515917,0.5388466197140189,0.5734266731400374,0.018829388664196606,1.0,0.6000000000000001,0.0,0.0970772397929932,0.0,0.6
242,final,1.819866526178949,0.5552430517459928,0.5388466197140189,0.009009684384225643,1.0,0.6000000000000001,0.0,0.08322210514912427,0.0,0.6
243,final,1.8131655569900726,0.5716439426494313,0.5552430517459928,0.00904544088363546,1.0,0.6000000000000001,0.0,0.07763796415839386,0.0,0.6
244,final,1.829497798005024,0.5880432995713667,0.5716439426494313,0.008963852252768936,1.0,0.6000000000000001,0.0,0.09124816500418671,0.0,0.6
245,final,1.834334960297849,0.6044308917177371,0.5880432995713667,0.00893380084186405,1.0,0.6000000000000001,0.0,0.09527913358154076,0.0,0.6
246,final,2.0655856678536795,0.5659610719387239,0.6044308917177371,0.018624161540985652,1.0,0.8,0.0,0.08798805654473281,0.0,0.8
247,final,2.0630908491293054,0.5915641173359277,0.5659610719387239,0.01241003661955679,1.0,0.8,0.0,0.08590904094108784,0.0,0.8
248,final,2.0723626779236533,0.6171463809315295,0.5915641173359277,0.012344485607484308,1.0,0.8,0.0,0.0936355649363776,0.0,0.8
249,final,2.0658613117605156,0.6427129623118899,0.6171463809315295,0.012375743162947145,1.0,0.8,0.0,0.08821775980042941,0.0,0.8
250,final,2.0622666591574115,0.6683121006521515,0.6427129623118899,0.012413101774927097,1.0,0.8,0.0,0.08522221596450923,0.0,0.8
251,final,2.3052870008949293,0.6250853590658685,0.6683121006521515,0.018751124184701477,1.0,1.0,0.0,0.08773916741244091,0.0,1.0
252,final,2.297242179762394,0.6600195772941998,0.6250853590658685,0.015207017931791005,1.0,1.0,0.0,0.08103514980199505,0.0,1.0
253,final,2.2947512523765394,0.6949597105728301,0.6600195772941998,0.01522610261846127,1.0,1.0,0.0,0.07895937698044941,0.0,1.0
254,final,2.3103377100517886,0.7298804771385302,0.6949597105728301,0.01511499868558983,1.0,1.0,0.0,0.09194809170982367,0.0,1.0
255,final,2.3091557548132307,0.7648179101410432,0.7298804771385302,0.015129952927487056,1.0,1.0,0.0,0.09096312901102532,0.0,1.0
